Game,#,Key in…,Effect…,Code Source,Original Order
Mr. Do!,5,3E8-2CE-191 + 098-2DE-C42 + 188-2EE-6EA,"Keep 1 map layout thru game (still will progress from map to map, but layout stays the same)","Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1454
Mr. Do!,6,235-6AC-6E2 + 214-78D-4C1,Start new game from level you died on,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1455
Mysterium,1,3AD-B38-E6A,Start with 1/2 energy,Official Code - GBCD12.txt,2027
Mysterium,2,AF8-78C-E68,"When switched on in a battle everyone's energy is set to max--works for enemy, so switch off to defeat them",Official Code - GBCD12.txt,2028
Mysterium,3,01D-008-E66,Start with 1 life,Official Code - GBCD12.txt,2029
Mysterium,4,05D-008-E66,Start with 5 lives,Official Code - GBCD12.txt,2030
Mysterium,5,09D-008-E66,Start with 9 lives,Official Code - GBCD12.txt,2031
Mysterium,6,FA3-98C-4C1,Infinite lives,Official Code - GBCD12.txt,2032
Nail 'N' Scale,1,004-B5F-F7A,Start with 1 life,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1456
Nail 'N' Scale,2,084-B5F-F7A,Start with 9 lives,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1457
Nail 'N' Scale,3,00B-7EF-E65,Infinite lives,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1458
Navy Seals ,1,00A-FDF-E6E,Infinite lives,Official Code - GBCD0.txt,520
Navy Seals ,2,019-009-F7A,Start with 1 life,Official Code - GBCD0.txt,521
Navy Seals ,3,069-009-F7A,Start with 6 lives,Official Code - GBCD0.txt,522
Navy Seals ,4,099-009-F7A,Start with 9 lives,Official Code - GBCD0.txt,523
Navy Seals ,5,058-0BF-E6E,5 snipers for each life after first life,Official Code - GBCD0.txt,524
Navy Seals ,6,0A8-0BF-E6E,10 snipers after first life,Official Code - GBCD0.txt,525
Navy Seals ,7,148-0BF-E6E,20 snipers after first life,Official Code - GBCD0.txt,526
Navy Seals ,8,00B-4BF-19E,Infinite snipers,Official Code - GBCD0.txt,527
Navy Seals ,9,305-29F-A28,Start with 30 bullets,Official Code - GBCD0.txt,528
Navy Seals ,10,605-29F-A28,Start with 60 bullets,Official Code - GBCD0.txt,529
Navy Seals ,11,002-CEE-E6E,Infinite bullets for handgun,Official Code - GBCD0.txt,530
Navy Seals ,12,002-A4E-E6E,Infinite bullets for machine gun,Official Code - GBCD0.txt,531
Navy Seals ,13,182-9AE-6EA + 002-A4E-E6E,Start with and keep machine gun and infinite ammo,Official Code - GBCD0.txt,532
Nemesis ,1,007-2FD-D51,Super shield--destroys enemies and bullets on contact--doesn't work against scenery or end-of-level mother ships,Official Code - GBCD0.txt,533
Nemesis ,2,C9D-C4E-081,Invincible,Official Code - GBCD0.txt,534
Nemesis ,3,014-F3D-4C1 + 014-F7D-4C1,Power-up indicator doesn't reset,Official Code - GBCD0.txt,535
Nemesis ,4,3E4-23D-081 + 014-24D-E60 + 004-25D-C4D,Power-up speed burner any time,Official Code - GBCD0.txt,536
Nemesis ,5,3E4-23D-081 + 024-24D-E60 + 004-25D-C4D,Power-up missiles any time,Official Code - GBCD0.txt,537
Nemesis ,6,3E4-23D-081 + 034-24D-E60 + 004-25D-C4D,Power-up double gun any time,Official Code - GBCD0.txt,538
Nemesis ,7,3E4-23D-081 + 044-24D-E60 + 004-25D-C4D,Power-up laser any time,Official Code - GBCD0.txt,539
Nemesis ,8,3E4-23D-081 + 054-24D-E60 + 004-25D-C4D,Power-up destruction device any time,Official Code - GBCD0.txt,540
Nemesis ,9,3E4-23D-081 + 064-24D-E60 + 004-25D-C4D,Power-up force field any time,Official Code - GBCD0.txt,541
NFL Football,1,009-34A-E6E,No game timer,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1459
NFL Football,2,AF1-EDE-E64,Computer can't score on its possessions,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1460
NFL Football,3,01F-59F-F72,Touchdown worth 1 point,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1461
NFL Football,4,05F-59F-F72,Touchdown worth 5 points,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1462
NFL Football,5,08F-59F-F72,Touchdown worth 8 points,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1463
Ninja Boy ,1,A75-5BA-19E,Infinite lives,Official Code - GBCD0.txt,542
Ninja Boy ,2,0A0-35D-F7E,Start with 10 lives,Official Code - GBCD0.txt,543
Ninja Boy ,3,140-35D-F7E,Start with 20 lives,Official Code - GBCD0.txt,544
Ninja Boy ,4,3E3-C39-191,99 K's on pick-up,Official Code - GBCD0.txt,545
Ninja Boy ,5,A7A-399-19E,Infinite K's on pick-up,Official Code - GBCD0.txt,546
Ninja Boy ,6,A7D-298-19E,Infinite time in bonus rooms--switch off to leave bonus section,Official Code - GBCD0.txt,547
Ninja Gaiden Shadow ,1,003-1CE-19E,Infinite lives,Official Code - GBCD0.txt,548
Ninja Gaiden Shadow ,2,01A-FCF-E62,Start with 2 lives,Official Code - GBCD0.txt,549
Ninja Gaiden Shadow ,3,05A-FCF-E62,Start with 6 lives,Official Code - GBCD0.txt,550
Ninja Gaiden Shadow ,4,09A-FCF-E62,Start with 10 lives,Official Code - GBCD0.txt,551
Ninja Gaiden Shadow ,5,003-1DD-19E,Infinite energy,Official Code - GBCD0.txt,552
Ninja Gaiden Shadow ,6,03A-F7F-F72 + 03B-2EF-F72,Start each new life with half energy,Official Code - GBCD0.txt,553
Ninja Gaiden Shadow ,7,05B-01F-E6E + 05B-29F-E6E,Start each new life with 5 firewheel markers,Official Code - GBCD0.txt,554
Ninja Gaiden Shadow ,8,02A-E6F-E6A,Start at stage 1 boss--Spider,Official Code - GBCD0.txt,555
Ninja Gaiden Shadow ,9,07A-E6F-E6A,Start at stage 2 boss--Jack & Gregory,Official Code - GBCD0.txt,556
Ninja Gaiden Shadow ,10,0BA-E6F-E6A,Start at stage 3 boss--Colonel Allen,Official Code - GBCD0.txt,557
Ninja Gaiden Shadow ,11,0FA-E6F-E6A,Start at stage 4 boss--Evil Nobleman Who-kisai,Official Code - GBCD0.txt,558
Ninja Gaiden Shadow ,12,04A-E6F-E6A,Start at beginning of stage 2,Official Code - GBCD0.txt,559
Ninja Gaiden Shadow ,13,08A-E6F-E6A,Start at beginning of stage 3,Official Code - GBCD0.txt,560
Ninja Gaiden Shadow ,14,0CA-E6F-E6A,Start at beginning of stage 4,Official Code - GBCD0.txt,561
Ninja Gaiden Shadow ,15,10A-E6F-E6A,Start at beginning of stage 5,Official Code - GBCD0.txt,562
Ninja Taro,1,F0A-E0C-6E9,Infinite energy,"Official Code - GBCD_upd.txt (Volume 2, No. 2)",2565
Ninja Taro,,* = New game only,,"Official Code - GBCD_upd.txt (Volume 2, No. 2)",2566
Ninja Taro,2,054-7AE-E6E,*Set sword and power values to 5,"Official Code - GBCD_upd.txt (Volume 2, No. 2)",2567
Ninja Taro,3,094-7AE-E6E,*Set sword and power values to 9,"Official Code - GBCD_upd.txt (Volume 2, No. 2)",2568
Ninja Taro,4,034-72E-E6E,*Start with more energy,"Official Code - GBCD_upd.txt (Volume 2, No. 2)",2569
Nintendo Golf,1,3ED-87E-08A + 5ED-88E-C4E,Wind power is 10 mph,Official Code - GBCD11.txt,1986
Nintendo World Cup,1,00E-2D8-19A,Computer can't score,Official Code - GBCD2.txt,1108
Nintendo World Cup,2,00D-2C8-E6E,No timer,Official Code - GBCD2.txt,1109
Nintendo World Cup,3,01C-DD8-E66,1:59 each half,Official Code - GBCD2.txt,1110
Nintendo World Cup,4,04C-DD8-E66,4:59 each half,Official Code - GBCD2.txt,1111
Nintendo World Cup,5,06C-DD8-E66,6:59 each half,Official Code - GBCD2.txt,1112
Nintendo World Cup,6,09C-DD8-E66,9:59 each half,Official Code - GBCD2.txt,1113
Nobunaga's Ambition,,You must be Oda Nobunaga for these codes to work:,,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1645
Nobunaga's Ambition,1,3EF-9FB-191,Train samurais once and they have 100 % skill level,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1646
Nobunaga's Ambition,2,4B1-5AA-2A2,Start with 75 loyalty pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1647
Nobunaga's Ambition,3,641-5AA-2A2,Start with 100 loyalty pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1648
Nobunaga's Ambition,4,321-56A-80E,Start with 50 town value pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1649
Nobunaga's Ambition,5,4B1-56A-80E,Start with 75 town value pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1650
Nobunaga's Ambition,6,641-56A-80E,Start with 100 town value pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1651
Nobunaga's Ambition,7,321-5CA-D56,Start with 50 castle defense pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1652
Nobunaga's Ambition,8,4B1-5CA-D56,Start with 75 castle defense pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1653
Nobunaga's Ambition,9,641-5CA-D56,Start with 100 castle defense pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1654
Nobunaga's Ambition,10,4B1-5BA-2A2,Start with flood control level at 75,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1655
Nobunaga's Ambition,11,641-5BA-2A2,Start with flood control level at 100,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1656
Nobunaga's Ambition,12,0AE-B6B-B3A + 0AE-B9B-E6A,Start with 2580 rice pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1657
Nobunaga's Ambition,13,03E-B6B-B3A + 03E-B9B-E6A,Start with 788  rice pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1658
Nobunaga's Ambition,14,01E-B6B-B3A + 01E-B9B-E6A,Start with 276 rice pts.,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1659
Nobunaga's Ambition,15,0AE-B6B-D56 + 0AE-B7B-E6A,Start with 999 gold,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1660
Nobunaga's Ambition,16,3E5-7EA-191,"Attributes for Oda Nobunaga are 100% (will show original values, answer no when asked if this is OK--then attributes will be 100%)","Official Code - GBCD5.txt (VOL. 2, NO. 1)",1661
Operation C ,1,011-82F-E62,Start with 2 life(sic),Official Code - GBCD0.txt,563
Operation C ,2,051-82F-E62,Start with 6 lives,Official Code - GBCD0.txt,564
Operation C ,3,091-82F-E62,Start with 10 lives,Official Code - GBCD0.txt,565
Operation C ,4,051-87F-E6A,Start on any level from 1 to 4,Official Code - GBCD0.txt,566
Operation C ,5,051-8CF-E6E,Start on level 5,Official Code - GBCD0.txt,567
Operation C ,6,216-CDA-4C1,Infinite lives,Official Code - GBCD0.txt,568
Out of Gas ,1,021-ACF-E66,Start with 2 lives,Official Code - GBCD1.txt,945
Out of Gas ,2,041-ACF-E66,Start with 4 lives,Official Code - GBCD1.txt,946
Out of Gas ,3,081-ACF-E66,Start with 8 lives,Official Code - GBCD1.txt,947
Out of Gas ,4,AF8-ECE-191,Collect only 1 canister to complete each stage,Official Code - GBCD1.txt,948
Out of Gas ,5,FA5-DDF-4C1,Infinite lives,Official Code - GBCD1.txt,949
Pac-Man ,1,01E-25F-E66,Start with 1 life,Official Code - GBCD0.txt,569
Pac-Man ,2,06E-25F-E66,Start with 6 lives,Official Code - GBCD0.txt,570
Pac-Man ,3,09E-25F-E66,Start with 9 lives,Official Code - GBCD0.txt,571
Pac-Man ,4,C97-5AE-7F2,Pac-Man is invulnerable to ghosts,Official Code - GBCD0.txt,572
Paperboy ,1,003-99D-3BE,Infinite papers,Official Code - GBCD0.txt,573
Paperboy ,2,004-B0E-C41,Infinite Paperboys,Official Code - GBCD0.txt,574
Paperboy 2 ,,*=1st life only,,Official Code - GBCD1.txt,951
Paperboy 2 ,1,0FC-C6C-C42,*Start with 15 papers,Official Code - GBCD1.txt,952
Paperboy 2 ,2,14C-C6C-C42,*Start with 20 papers,Official Code - GBCD1.txt,953
Paperboy 2 ,3,0AA-E6C-F7E,Start with 10 lives--Paperboy,Official Code - GBCD1.txt,954
Paperboy 2 ,4,14A-E6C-F7E,Start with 20 lives--Paperboy,Official Code - GBCD1.txt,955
Paperboy 2 ,5,004-C09-3BE,Infinite papers,Official Code - GBCD1.txt,956
Paperboy 2 ,6,006-91B-3BE,Infinite lives,Official Code - GBCD1.txt,957
Paperboy 2 ,7,007-0CB-F72,Go on to next day after completing Monday,Official Code - GBCD1.txt,958
Parodius,1,05A-93D-E66,Start with 5 lives,Official Code - GBCD2.txt,1114
Parodius,2,08A-93D-E66,Start with 8 lives,Official Code - GBCD2.txt,1115
Parodius,3,0BA-93D-E66,Start with 11 lives,Official Code - GBCD2.txt,1116
Parodius,4,FA3-C6C-4C1,Infinite lives,Official Code - GBCD2.txt,1117
Parodius,5,FAB-5D8-4C1,Infinite super shields once collected,Official Code - GBCD2.txt,1118
Parodius,6,FFB-D3D-E6A + FFB-D6D-E6A,Start with super shields and triple firing,Official Code - GBCD2.txt,1119
Penguin Wars ,1,00C-1BF-C49,Pick up balls without having to press A (still have to press A to throw balls),Official Code - GBCD0.txt,575
Penguin Wars ,2,A77-5BF-19A,Freeze timer--can switch on/off,Official Code - GBCD0.txt,576
Penguin Wars ,3,00E-B6F-3B7,Get up slower when hit by ball,Official Code - GBCD0.txt,577
Penguin Wars ,4,019-A3F-D5D,Don't get hurt by balls,Official Code - GBCD0.txt,578
Pinball Dreams,1,004-BAC-4CA + 004-BBC-B32,Never tilt,Official Code - GBCD8.txt,1895
Pinball Dreams,2,3EB-EDF-4C1 + 04B-EEF-4C7 + 00B-EFF-A2D,"Start with 5x bonus, lose it if you collect any other bonus",Official Code - GBCD8.txt,1896
Pinball Dreams,3,054-C7D-E62,Collect 2x bonus and get more,Official Code - GBCD8.txt,1897
Pinball Dreams,4,018-1BF-E66,Start with 1 ball,Official Code - GBCD8.txt,1898
Pinball Dreams,5,048-1BF-E66,Start with 4 balls,Official Code - GBCD8.txt,1899
Pinball Dreams,6,078-1BF-E66,Start with 7 balls,Official Code - GBCD8.txt,1900
Pinball Dreams,7,098-1BF-E66,Start with 9 balls,Official Code - GBCD8.txt,1901
Pinball Dreams,8,008-18F-3BA,Infinite balls,Official Code - GBCD8.txt,1902
Pipe Dream ,1,003-C4D-3BE,Stop water--can switch on/off,Official Code - GBCD0.txt,579
Pipe Dream ,2,003-11D-F7E,Length of 0 finishes level,Official Code - GBCD0.txt,580
Pipe Dream ,3,C97-3DC-192,Put 1 block over another faster,Official Code - GBCD0.txt,581
Pit-Fighter,1,008-6DA-B30,No loss of energy--both players,"Official Code - GBCD_upd.txt (Volume 1, No. 3)",2524
Pit-Fighter,2,018-19D-E6A,Opponent has 470 energy,"Official Code - GBCD_upd.txt (Volume 1, No. 3)",2525
Pit-Fighter,3,048-19D-E6A,Opponent has 124 energy,"Official Code - GBCD_upd.txt (Volume 1, No. 3)",2526
Pit-Fighter,4,098-19D-E6A,Opponent has 252 energy,"Official Code - GBCD_upd.txt (Volume 1, No. 3)",2527
Pit-Fighter,5,00E-1EB-A22,"More moves, more power","Official Code - GBCD_upd.txt (Volume 1, No. 3)",2528
Pit-Fighter,6,00A-549-E6E,Infinite moves,"Official Code - GBCD_upd.txt (Volume 1, No. 3)",2529
Play Action Football,1,3E5-DFC-6EA + 405-E0C-4C9 + 005-E5C-19E,Always kick at full power,Official Code - GBCD12.txt,2038
Play Action Football,2,00A-6BD-19E,Infinite time,Official Code - GBCD12.txt,2039
Play Action Football,3,013-2A9-E69,Infinite downs,Official Code - GBCD12.txt,2040
Play Action Football,4,02B-84E-F7A,Only get 2 downs,Official Code - GBCD12.txt,2041
Play Action Football,5,053-419-C42,Only need 5 yards for 1st down,Official Code - GBCD12.txt,2042
Popeye 2,1,88B-68B-E66,Super code--more lives and power,Official Code - GBCD13.txt,2072
Popeye 2,2,FA3-C59-4C1,Infinite Pows,Official Code - GBCD13.txt,2073
Popeye 2,3,FA3-AFF-4C1,Infinite lives,Official Code - GBCD13.txt,2074
Popeye 2,4,2A2-02B-A22,Infinite time-switch off to advance in some areas,Official Code - GBCD13.txt,2075
Popeye 2,5,00E-83B-19E,1 hit and you're invincible untill the end of the level,Official Code - GBCD13.txt,2076
Popeye 2,6,013-A7F-E66,Start with 1 Pow after 1st life,Official Code - GBCD13.txt,2077
Popeye 2,7,073-A7F-E66,Start with 7 Pows after 1st life,Official Code - GBCD13.txt,2078
Popeye 2,8,003-F7A-F7E,Start with no continues,Official Code - GBCD13.txt,2079
Popeye 2,9,023-F7A-F7E,Start with 2 continues,Official Code - GBCD13.txt,2080
Popeye 2,10,093-F7A-F7E,Start with 9 continues,Official Code - GBCD13.txt,2081
Popeye 2,11,00A-1AA-19E,Infinite continues,Official Code - GBCD13.txt,2082
Power Racer ,1,016-93F-E66,Start with 1 life,Official Code - GBCD0.txt,582
Power Racer ,2,056-93F-E66,Start with 5 lives,Official Code - GBCD0.txt,583
Power Racer ,3,096-93F-E66,Start with 9 lives,Official Code - GBCD0.txt,584
Power Racer ,4,001-9BC-3BE,Infinite lives,Official Code - GBCD0.txt,585
Power Racer ,5,FA0-9DC-4C1,Keep twin cars until you collect another twin icon,Official Code - GBCD0.txt,586
Power Racer ,6,3E5-62C-081 + 305-63C-A2E,All pick-ups act as slow-downs,Official Code - GBCD0.txt,587
Power Racer ,7,3E5-62C-081 + 315-63C-A2E,All pick-ups act as u-turns,Official Code - GBCD0.txt,588
Power Racer ,8,3E5-62C-081 + 325-63C-A2E,All pick-ups act as twin cars,Official Code - GBCD0.txt,589
Power Racer ,9,3E5-62C-081 + 335-63C-A2E,All pick-ups act as bombs,Official Code - GBCD0.txt,590
Power Racer ,10,3E5-62C-081 + 345-63C-A2E,All pick-ups act as shields,Official Code - GBCD0.txt,591
Power Racer ,11,3E5-62C-081 + 355-63C-A2E,All pick-ups do nothing,Official Code - GBCD0.txt,592
Prince of Persia ,1,187-85D-4CA,Don't take damage from falling--you can get trapped and have to reset (press Code Screen),Official Code - GBCD0.txt,593
Prince of Persia ,,* = Timer must go down to 59 to use passwords.,,Official Code - GBCD0.txt,594
Prince of Persia ,2,A71-42E-19E,*Stop timer--can switch on/off,Official Code - GBCD0.txt,595
Prince of Persia ,3,FA5-B7C-4C1,*Kill all guards without fighting (except ghost guards),Official Code - GBCD0.txt,596
Prince of Persia ,4,C3A-47F-E61,*Never have to fight guards,Official Code - GBCD0.txt,597
Prophecy Viking Child,1,034-A0F-E6E,Start with 4 lives,Official Code - GBCD3.txt,1261
Prophecy Viking Child,2,064-A0F-E6E,Start with 7 lives,Official Code - GBCD3.txt,1262
Prophecy Viking Child,3,094-A0F-E6E,Start with 10 lives,Official Code - GBCD3.txt,1263
Prophecy Viking Child,4,FAE-04C-4C1,Infinite lives,Official Code - GBCD3.txt,1264
Prophecy Viking Child,5,FAD-F5C-4C1,Infinite energy,Official Code - GBCD3.txt,1265
Prophecy Viking Child,6,00D-9BD-19B,Each coin gives lots of money,Official Code - GBCD3.txt,1266
Prophecy Viking Child,7,194-A5F-667,Start with 25 energy--1st life,Official Code - GBCD3.txt,1267
Prophecy Viking Child,8,324-A5F-667,Start with 50 energy--1st life,Official Code - GBCD3.txt,1268
Pugsley's Scavenger Hunt,1,012-17F-F7E,Start with 1 life,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1662
Pugsley's Scavenger Hunt,2,0A2-17F-F7E,Start with 10 lives,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1663
Pugsley's Scavenger Hunt,3,AF3-DEE-7F1 + 3C3-DFE-916 + 7D3-E1E-197,"When game begins, go thru any door, enter secret bonus room--switch off to leave room","Official Code - GBCD5.txt (VOL. 2, NO. 1)",1664
Pugsley's Scavenger Hunt,4,FAA-DCF-4C1,Lose 1 heart to become invincible,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1665
Pugsley's Scavenger Hunt,5,01F-E98-E66,Start each life with 1 energy heart,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1666
Pugsley's Scavenger Hunt,6,05F-E98-E66,Start each life with 5 energy hearts,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1667
Pugsley's Scavenger Hunt,7,FA4-28F-4C1,Infinite lives,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1668
Pugsley's Scavenger Hunt,8,009-11C-E6D,Infinite hearts,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1669
Punisher ,1,00E-6AC-2A2,No enemies appear--can switch on/off,Official Code - GBCD0.txt,598
Punisher ,2,A74-1CE-19E,Infinite ammo,Official Code - GBCD0.txt,599
Punisher ,3,A73-01C-B3C,Immunity to enemy bullets--but lose energy from killing civilians,Official Code - GBCD0.txt,600
Punisher ,4,A74-CCE-19E,Infinite grenades,Official Code - GBCD0.txt,601
Pyramids Of Ra,1,FA5-8EB-4C1,Energy bar doesn't go down when you make a move,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1471
Pyramids Of Ra,2,A2A-C48-6EC + 3CA-C68-19B + FAA-C38-4C1,Only 1 pt. of energy per move on first attempt at each level (instead of 3),"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1472
Pyramids Of Ra,3,641-AB4-E6E + 001-ACF-E6A,Start on level 100,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1473
Pyramids Of Ra,4,2C1-ABF-E6E + 011-ACF-E6A,Start on level 300,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1474
Pyramids Of Ra,5,F41-ABF-E6E + 011-ACF-E6A,Start on level 500,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1475
Q Billion,1,00B-9FE-C42,Pressing Select in Game B once gives you 246 sec.,Official Code - GBCD11.txt,1987
Q Billion,2,007-55E-19E,Infinite timer,Official Code - GBCD11.txt,1988
Q Billion,3,3EB-61F-08A + 0DB-62F-B3E + 00B-63F-08F,Level select --Game A,Official Code - GBCD11.txt,1989
Q*Bert ,1,FAA-66D-3BE,Infinite lives,Official Code - GBCD0.txt,602
Q*Bert ,2,012-C0F-F7E,Start with 1 life,Official Code - GBCD0.txt,603
Q*Bert ,3,0A2-C0F-F7E,Start with 10 lives,Official Code - GBCD0.txt,604
Q*Bert ,4,142-C0F-F7E,Start with 20 lives,Official Code - GBCD0.txt,605
Q*Bert ,5,322-C0F-F7E,Start with 50 lives,Official Code - GBCD0.txt,606
Q*Bert ,6,010-E6E-E66,Each level has only 2 sub-levels,Official Code - GBCD0.txt,607
Q*Bert ,7,010-E6E-E66,Each level has only 1 sub-level,Official Code - GBCD0.txt,608
Q*Bert ,8,3C3-0FF-19E + 343-11F-3BE,Start on level 2,Official Code - GBCD0.txt,609
Qix ,1,002-B8B-F71,Infinite lives,Official Code - GBCD0.txt,610
Qix ,2,09D-8DC-E66,Start with 9 lives,Official Code - GBCD0.txt,611
Qix ,3,06D-8DC-E66,Start with 6 lives,Official Code - GBCD0.txt,612
Qix ,4,01D-8DC-E66,Start with 1 life,Official Code - GBCD0.txt,613
Qix ,5,03D-7BC-E6A,Start on level 4,Official Code - GBCD0.txt,614
Qix ,6,07D-7BC-E6A,Start on level 8,Official Code - GBCD0.txt,615
Qix ,7,0CD-7BC-E6A,Start on level 13,Official Code - GBCD0.txt,616
Qix ,8,00B-829-2A7,"Sparks don't chase you, but can still hurt",Official Code - GBCD0.txt,617
Quarth,1,054-9EA-E66,Select up to level 5,Official Code - GBCD11.txt,1990
Quarth,2,00B-31D-08F,Super turbo ship,Official Code - GBCD11.txt,1991
Quarth,3,AF6-32E-A28,Blocks don't drop (push Up to bring blocks down),Official Code - GBCD11.txt,1992
Quarth,4,3E6-2BE-081 + 506-2CE-2AB + 006-2DE-F79,Blocks drop faster,Official Code - GBCD11.txt,1993
Quarth,5,3E6-2BE-081 + 806-2CE-2AB + 006-2DE-F79,Blocks drop super fast,Official Code - GBCD11.txt,1994
Radar Mission,,Game B Codes:,,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1670
Radar Mission,1,011-E0D-E66,Start with 1 money bag,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1671
Radar Mission,2,041-E0D-E66,Start with 1 extra money bag,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1672
Radar Mission,3,003-33D-3BE,Infinite money,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1673
Radar Mission,4,003-CCA-3BE,Move in 1 direction only,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1674
Radar Mission,5,00C-C6A-3BE,Destroyed fleet disappears from radar screen but game doesn't end,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1675
Raging Fighter,1,009-1FB-A22,Infinite timer,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1476
Raging Fighter,2,004-E0B-E6D + 007-1AE-3B7,Infinite energy,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1477
Raging Fighter,3,3EE-5BD-4C1 + 03E-5CD-4CB + 00E-5DD-E61,Start on level 4--1-player tournament only,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1478
Raging Fighter,4,3EE-5BD-4C1 + 07E-5CD-4CB + 00E-5DD-E61,Start on final level--1-player tournament only,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1479
Raging Fighter,5,3E1-F2A-4CA + 041-F3A-E62 + 771-F4A-3BA,"Experts only--go to options, set difficulty--press Left 3 times (won't show anything), then exit--you'll go to 4th level difficulty","Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1480
Raging Fighter,6,10A-9AA-89C,Start each fight with 10 seconds,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1481
Raging Fighter,7,50A-9AA-89C,Start with 1/2 time,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1482
Raging Fighter,8,75A-9AA-89C,Start with 3/4 time,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1483
Rampart,1,003-9CF-3BE,"Infinite time--levels don't end, switch on effects at game play screen, off after battle mode, on to rebuild castle, off to go on",Official Code - GBCD11.txt,1995
Rampart,2,3E0-29B-081 + 090-2AB-7F5 + 000-2BB-F7D,Have 6 sec. to rebuild castle walls,Official Code - GBCD11.txt,1996
Rampart,3,3E0-29B-081 + 440-2AB-7F5 + 000-2BB-F7D,Have 66 sec. to rebuild castle walls,Official Code - GBCD11.txt,1997
Rampart,4,3E0-29B-081 + 770-2AB-7F5 + 000-2BB-F7D,Have 118 sec. to rebuild castle walls,Official Code - GBCD11.txt,1998
Rampart,5,3E0-40B-081 + 1A0-41B-B32 + 000-42B-F71,Levels last 10 sec.,Official Code - GBCD11.txt,1999
Rampart,6,3E0-40B-081 + 2A0-41B-B32 + 000-42B-F71,Levels last 25 sec.,Official Code - GBCD11.txt,2000
Rampart,7,3E0-40B-081 + 430-41B-B32 + 000-42B-F71,Levels last 50 sec.,Official Code - GBCD11.txt,2001
Rampart,8,01E-B3B-F79,Infinite cannons,Official Code - GBCD11.txt,2002
Rampart,9,017-0EB-F79,Infinite lives,Official Code - GBCD11.txt,2003
Ren and Stimpy Show Space Cadet Adventures,1,01D-2EA-E62,Start with 2 life,Official Code - GBCD3.txt,1269
